,property-location,h-beds,h-baths,info-row price
1845,"  Old Muthaiga, Muthaiga", 1, 2,"KES 380,000 per month"
1846,  Mombasa Road, 3, 2,KES 45 per month
1847,"  Mpaka Road, Parklands, Westlands", 3, 3,KES 70 per month
1848,"  Fourways Junction Estate, Kiambu Road", 2, 4,"KES 50,000 per month"
1849,"  Imara Daima, Embakasi South", 2, 2,KES 25 per month
1850,"  Naivasha Road, Dagoretti North", 2, 2,"KES 33,000 per month"
1851,"  Nairobi West, Langata", 5, 3,"KES 24,000 per month"
1852,"  Roysambu Area, Roysambu", 3, 2,"KES 25,000 per month"
1853,"  Kilimani, Dagoretti North", 4, 4,"KES 250,000 per month"
1854,"  Westlands Area, Westlands", 3, 2,"KES 195,000 per month"
1855,  Ngong Road, 4, 1,"KES 95,000 per month"
1856,"  Kilimani, Dagoretti North", 2, 2,"KES 110,000 per month"
1857,"  Westlands Area, Westlands", 3, 1,"KES 700,000 per month"
1858,"  Babadogo Road, Industrial Area, Embakasi North", 2, 2,"KES 517,950 per month"
1859,"  Lavington, Dagoretti North", 3, 2,"KES 65,000 per month"
1860,"  Whispers Lane, Gigiri, Westlands", 3, 3,"KES 500,000 per month"
1861,"  Lenana Road, Hurlingham, Dagoretti North", 3, 2,"KES 288,810 per month"
1862,"  Garden Estate, Roysambu", 3, 2,"KES 35,000 per month"
1863,"  Embakasi, Embakasi East", 4, 3,"KES 276,000 per month"
1864,  Mombasa Road, 3, 2,KES 43 per month
1865,"  Lusaka Road, Industrial Area, Embakasi North", 3, 4,"KES 76,500 per month"
1866,"  Church Road , Westlands Area, Westlands", 2, 2,"KES 130,000 per month"
1867,"  Dagoretti Corner, Dagoretti South", 4, 3,"KES 25,000 per month"
1868,"  Lavington, Dagoretti North", 2, 2,"KES 100,000 per month"
1869,"  Kilimani, Dagoretti North", 1, 2,"KES 50,000 per month"
1870,"  Embakasi, Embakasi East", 3, 2,"KES 276,000 per month"
1871,"  Muthaiga Road, Muthaiga Area, Muthaiga", 3, 3,"KES 612,000 per month"
1872,"  Laikipia Road, Kileleshwa, Dagoretti North", 2, 1,"KES 115,000 per month"
1873,  Mombasa Road, 3, 4,"KES 55,000 per month"
1874,"  Kilimani, Dagoretti North", 3, 2,"KES 120,000 per month"
1875,"  Runda, Westlands", 4, 2,"KES 300,000 per month"
1876,"  Riverside, Westlands", 3, 3,"KES 110,000 per month"
1877,"  Airport North Road , Mombasa Road", 4, 4,"KES 258,500 per month"
1878,  Mombasa Road, 1, 2,"KES 270,200 per month"
1879,  Mombasa Road, 1, 4,"KES 388,500 per month"
1880,"  South B, Langata", 2, 5,"KES 55,000 per month"
1881,"  Koinange Street, Cbd, Starehe", 3, 3,"KES 210,000 per month"
1882,"  Mombasa Rd, Industrial Area, Embakasi North", 5, 4,"KES 418,000 per month"
1883,"  Mombasa Road, Industrial Area, Embakasi North", 5, 3,"KES 294,400 per month"
1884,"  Industrial Area, Embakasi North", 2, 3,"KES 356,900 per month"
1885,"  Lavington, Dagoretti North", 3, 3,"KES 75,000 per month"
1886,"  6Th Avenue, Parklands, Westlands", 3, 3,"KES 300,000 per month"
1887,"  Kilimani, Dagoretti North", 3, 2,"KES 110,000 per month"
1888,"  Kilimani, Dagoretti North", 3, 4,"KES 60,000 per month"
1889,"  Dar Es Salaam Road, Industrial Area, Industrial Area, Embakasi North", 2, 2,"KES 110,500 per month"
1890,"  Kilimani, Dagoretti North", 3, 4,"KES 80,000 per month"
1891,"  Kilimani, Dagoretti North", 4, 6,"KES 110,000 per month"
1892,"  Industrial Area, Embakasi North", 4, 2,"KES 262,500 per month"
1893,  Mombasa Road, 4, 2,"KES 180,960 per month"
1894,"  Mombasa Rd, Industrial Area, Embakasi North", 2, 3,"KES 165,000 per month"
1895,"  Industrial Area, Embakasi North", 3, 4,"KES 193,445 per month"
1896,"  Nyari, Westlands", 2, 3,"KES 380,000 per month"
1897,"  Mombasa Road, Industrial Area, Embakasi North", 3, 3,"KES 249,000 per month"
1898,"  Mombasa Road, Industrial Area, Embakasi North", 3, 1,"KES 250,000 per month"
1899,"  Mombasa Rd, Mombasa Road", 3, 2,"KES 181,500 per month"
1900,"  Gitanga Road, Kileleshwa, Dagoretti North", 3, 2,"KES 190,000 per month"
1901,"  Industrial Area, Embakasi North", 3, 2,"KES 200,000 per month"
1902,"  Kitisuru Road, Kitisuru, Westlands", 1, 3,"KES 280,000 per month"
1903,"  Rhapta Road, Westlands Area, Westlands", 2, 1,"KES 250,000 per month"
1904,  Kiambu Road, 4, 3,"KES 135,000 per month"
1905,  Mombasa Road, 2, 1,"KES 201,120 per month"
1906,"  Mombasa Road, Industrial Area, Embakasi North", 3, 2,"KES 205,200 per month"
1907,  Mombasa Road, 3, 1,"KES 277,560 per month"
1908,"  Kilimani, Dagoretti North", 3, 3,"KES 110,000 per month"
1909,"  Brookside, Westlands", 3, 1,"KES 120,000 per month"
1910,  Mombasa Road, 2, 2,"KES 200,130 per month"
1911,  Mombasa Road, 3, 4,"KES 165,000 per month"
1912,"  Westlands, Mountain View, Westlands", 4, 3,"KES 145,000 per month"
1913,"  Industrial Area, Embakasi North", 1, 3,"KES 200,000 per month"
1914,"  Karen, Langata", 3, 3,"KES 300,000 per month"
1915,"  Mombasa Road, Industrial Area, Embakasi North", 3, 1,"KES 165,000 per month"
1916,"  Kilimani, Dagoretti North", 3, 2,"KES 250,000 per month"
1917,  Mombasa Road, 1, 5,"KES 157,200 per month"
1918,"  Valley Arcade, Lavington, Valley Arcade, Dagoretti North", 4, 4,"KES 80,000 per month"
1919,"  Waiyaki Way, Westlands", 3, 5,"KES 144,950 per month"
1920,"  Galana Rd, Kilimani, Dagoretti North", 2, 4,"KES 160,000 per month"
1921,  Mombasa Road, 2, 4,"KES 155,280 per month"
1922,"  Mombasa Rd, Industrial Area, Embakasi North", 2, 4,"KES 189,100 per month"
1923,"  Riverside Drive, Riverside, Westlands", 4, 4,"KES 80,000 per month"
1924,"  Lavington, Dagoretti North", 1, 5,"KES 130,000 per month"
1925,"  Riara Road, Dagoretti North", 1, 5,"KES 115,000 per month"
1926,"  Miotoni West Road, Karen, Langata", 3, 7,"KES 360,000 per month"
1927,"  36 Bombax Close, Nairobi, Runda, Westlands", 3, 2,"KES 250,000 per month"
1928,"  Brookside Drive, Brookside, Westlands", 2, 4,"KES 200,000 per month"
1929,  Mombasa Road, 5, 5,KES 43 per month
1930,"  Riverside Drive, Riverside, Westlands", 4, 3,"KES 100,000 per month"
1931,"  Mumwe Drive, Runda, Westlands", 2, 3,"KES 285,000 per month"
1932,"  Mombasa Rd, Mombasa Road", 3, 5,"KES 93,136 per month"
1933,"  Brookside Drive, Brookside, Westlands", 5, 5,"KES 130,000 per month"
1934,"  00, Nyari, Westlands", 4, 2,"KES 90,000 per month"
1935,  Thika Road, 4, 3,"KES 40,000 per month"
1936,"  Shanzu Rd, Spring Valley, Westlands", 3, 1,"KES 230,000 per month"
1937,"  Brookside Drive, Brookside, Westlands", 5, 4,"KES 150,000 per month"
1938,"  Kileleshwa, Dagoretti North", 1, 3,"KES 320,000 per month"
1939,"  Mac Centri Parc, Mombasa Road", 2, 2,"KES 166,413 per month"
1940,"  Kileleshwa, Dagoretti North", 3, 5,"KES 155,000 per month"
1941,"  Riverside Drive, Riverside, Westlands", 3, 5,"KES 200,000 per month"
1942,  Kiambu Road, 3, 2,"KES 150,000 per month"
1943,"  Westlands Area, Westlands", 4, 5,"KES 210,000 per month"
1944,"  Arwings Kodhek Road, Kilimani, Dagoretti North", 3, 4,"KES 170,000 per month"
1945,"  Westlands , Waiyaki Way, Westlands", 4, 1,"KES 160,000 per month"
1946,"  Tende Drive, Lavington, Dagoretti North", 3, 2,"KES 240,000 per month"
1947,"  Naivasha Road, Dagoretti North", 4, 5,"KES 13,000 per month"
1948,"  Rhapta Road, Westlands Area, Westlands", 4, 4,"KES 90,000 per month"
1949,"  Retreat Villas, Dennis Pritt Road, Nairobi, Kilimani, Dagoretti North", 3, 3,"KES 300,000 per month"
1950,"  Rhapta Road, Westlands Area, Westlands", 2, 3,"KES 160,000 per month"
1951,"  Makindi Road, Kilimani, Dagoretti North", 3, 3,"KES 16,000 per month"
1952,"  5Th Avenue, Parklands, Westlands", 2, 4,"KES 140,000 per month"
1953,"  Lavington, Dagoretti North", 3, 4,"KES 90,000 per month"
1954,"  Kileleshwa, Dagoretti North", 5, 4,"KES 170,000 per month"
1955,"  Riverside, Westlands", 3, 2,"KES 250,000 per month"
1956,"  Riara Road, Kilimani, Dagoretti North", 3, 2,"KES 100,000 per month"
1957,"  Rhapta Road, Westlands Area, Westlands", 2, 3,"KES 120,000 per month"
1958,"  Rhapta Road, Westlands Area, Westlands", 4, 5,"KES 110,000 per month"
1959,"  Kilimani, Dagoretti North", 4, 6,"KES 80,000 per month"
1960,"  Westlands Area, Westlands", 4, 2,"KES 120,000 per month"
1961,"  Morningside Park Apartments, Thika Road", 5, 3,"KES 85,000 per month"
1962,"  Runda, Westlands", 3, 3,"KES 125,000 per month"
1963,"  Industrial Area, Embakasi North", 2, 4,"KES 169,750 per month"
1964,"  Industrial Area, Embakasi North", 4, 5,"KES 238,000 per month"
1965,"  Hurlingham, Dagoretti North", 2, 3,"KES 150,000 per month"
1966,"  Likoni Road, Mombasa Road", 2, 4,KES 65 per month
1967,  Mombasa Road, 3, 4,"KES 200,000 per month"
1968,"  Hendred Road, Valley Arcade, Dagoretti North", 3, 3,"KES 85,000 per month"
1969,"  City Carbunus, Mombasa Road", 5, 5,KES 70 per month
1970,"  Kilimani, Dagoretti North", 4, 2,"KES 80,000 per month"
1971,  Mombasa Road, 3, 4,"KES 180,000 per month"
1972,"  5Th Avenue, Ngong Road", 3, 6,"KES 400,000 per month"
1973,"  Ndege Road, Karen, Langata", 5, 2,"KES 199,200 per month"
1974,"  Upper Hill Road, Upper Hill, Langata", 4, 3,"KES 100,000 per month"
1975,"  Near Standard Media Group, Mombasa Road", 2, 2,"KES 180,000 per month"
1976,"  Lusaka Road, Industrial Area, Embakasi North", 3, 2,"KES 262,650 per month"
1977,"  Argwings Kodhek, Hurlingham, Dagoretti North", 4, 3,"KES 78,856 per month"
1978,"  Garden Estate, Roysambu", 3, 3,"KES 43,000 per month"
1979,"  Naivasha Road, Dagoretti North", 3, 3,"KES 13,000 per month"
1980,"  13Th Floor, Tower 2, Delta Corner Towers Chiromo Road, Kitisuru, Westlands", 3, 4,"KES 39,863 per month"
1981,"  1 Industrial Area, Industrial Area, Embakasi North", 2, 2,"KES 388,500 per month"
1982,"  Chiromo Road , 07Th Floor, Westlands, Kitisuru, Westlands", 4, 6,"KES 9,967 per month"
1983,"  Embakasi, Embakasi East", 4, 3,"KES 277,500 per month"
1984,"  Jamhuri, Ngong", 2, 3,"KES 20,000 per month"
1985,"  Purshottam Place, Chiromo Road, Po Box 66217, Kitisuru, Westlands", 2, 6,"KES 9,967 per month"
1986,"  Westlands Area, Westlands", 3, 6,"KES 137,500 per month"
1987,"  4Th Floor, Laiboni Centre, Lenana Road, Kilimani, Dagoretti North", 2, 5,"KES 73,088 per month"
1988,"  17Th Floor, Icea Building (Opposite Stanley Hotel), Kenyatta Avenue, City Centre, Kilimani, Dagoretti North", 2, 5,"KES 22,750 per month"
1989,"  Westlands Area, Westlands", 2, 3,"KES 150,000 per month"
1990,"  Old Mombasa Road, Mombasa Road", 3, 3,"KES 278,400 per month"
1991,"  Karen Dagoreti Road , Karen, Langata", 1, 5,"KES 40,000 per month"
1992,"  Kitisuru Near Isk, Kitisuru, Westlands", 3, 4,"KES 200,000 per month"
1993,"  Kilimani, Dagoretti North", 3, 7,"KES 120,000 per month"
1994,  Mombasa Road, 4, 5,"KES 51,000 per month"
1995,"  Riverside, Westlands", 3, 5,"KES 150,000 per month"
1996,"  Kileleshwa, Near Methodist Guesthouse., Kileleshwa, Dagoretti North", 3, 3,"KES 80,000 per month"
1997,  Kiambu Road, 2, 5,"KES 250,000 per month"
1998,"  Westlands Area, Westlands", 4, 5,"KES 160,000 per month"
1999,"  Lavington, Dagoretti North", 3, 2,"KES 190,000 per month"
2000,"  Lavington, Dagoretti North", 4, 5,"KES 300,000 per month"
2001,"  Kilimani, Dagoretti North", 4, 2,"KES 65,000 per month"
2002,"  Peponi, Kitisuru, Westlands", 4, 3,"KES 300,000 per month"
2003,"  Riverside Drive, Lavington, Dagoretti North", 3, 5,"KES 100,000 per month"
2004,"  Kilimani, Dagoretti North", 3, 2,"KES 90,000 per month"
2005,"  Kitisuru, Westlands", 3, 5,"KES 300,000 per month"
2006,"  Lavington, Dagoretti North", 2, 3,"KES 130,000 per month"
2007,"  Kilimani, Dagoretti North", 3, 5,"KES 90,000 per month"
2008,"  Lavington, Dagoretti North", 2, 5,"KES 300,000 per month"
2009,"  Hurlingham, Dagoretti North", 2, 4,"KES 40,000 per month"
2010,"  Pangani, Starehe", 3, 4,"KES 80,000 per month"
2011,"  Runda, Westlands", 2, 3,"KES 380,000 per month"
2012,"  Kilimani, Dagoretti North", 4, 6,"KES 90,000 per month"
2013,  Kiambu Road, 4, 3,"KES 150,000 per month"
2014,"  Hill View, Westlands", 3, 2,"KES 270,000 per month"
2015,"  Kileleshwa, Dagoretti North", 3, 6,"KES 80,000 per month"
2016,"  Kileleshwa, Dagoretti North", 3, 4,"KES 90,000 per month"
2017,"  Kileleshwa, Dagoretti North", 2, 5,"KES 90,000 per month"
2018,"  Kitisuru Ridgew, Kitisuru, Westlands", 4, 2,"KES 230,000 per month"
2019,"  Kileleshwa, Dagoretti North", 3, 2,"KES 110,000 per month"
2020,"  Muthangari, Riverside, Westlands", 3, 4,"KES 200,000 per month"
2021,"  Runda, Westlands", 4, 3,"KES 300,000 per month"
2022,"  Hill View, Westlands", 3, 4,"KES 350,000 per month"
2023,"  Lavington, Dagoretti North", 3, 2,"KES 210,000 per month"
2024,"  Kilimani, Dagoretti North", 3, 3,"KES 130,000 per month"
2025,"  Riara Road, Dagoretti North", 3, 1,"KES 42,000 per month"
2026,"  Lavington, Dagoretti North", 2, 5,"KES 380,000 per month"
2027,"  Westlands Area, Westlands", 3, 3,"KES 150,000 per month"
2028,"  Kiambu Road, Ridgeways", 3, 1,"KES 50,000 per month"
2029,"  Garden Estate, Ridgeways", 3, 2,"KES 220,000 per month"
2030,  Ridgeways, 3, 5,"KES 250,000 per month"
2031,"  State House, Dagoretti North", 4, 3,"KES 95,000 per month"
2032,"  Lavington, Dagoretti North", 3, 5,"KES 190,000 per month"
2033,"  Kitisuru, Westlands", 3, 3,"KES 250,000 per month"
2034,"  Karen, Langata", 1, 4,"KES 350,000 per month"
2035,"  Kitisuru, Westlands", 1, 2,"KES 300,000 per month"
2036,"  State House, Dagoretti North", 2, 5,"KES 75,000 per month"
2037,"  Kileleshwa, Dagoretti North", 1, 5,"KES 160,000 per month"
2038,"  Waiyaki Way - Westlands , Westlands Area, Westlands", 4, 7,"KES 417,118 per month"
2039,"  Lavington, Dagoretti North", 3, 1,"KES 125,000 per month"
2040,"  Kitisuru, Westlands", 4, 5,"KES 300,000 per month"
2041,"  Gigiri, Westlands", 3, 5,"KES 1,500,000 per month"
2042,"  Kileleshwa, Dagoretti North", 1, 8,"KES 75,000 per month"
2043,"  Kileleshwa, Dagoretti North", 4, 2,"KES 90,000 per month"
2044,"  Kileleshwa, Dagoretti North", 4, 5,"KES 200,000 per month"
2045,"  Riverside, Westlands", 3, 5,"KES 230,000 per month"
2046,"  Off Rhapta Road., Westlands Area, Westlands", 3, 5,"KES 110,000 per month"
2047,"  Mombasa Road, Next To Gateway Mall: Syokimau , Mombasa Road", 2, 4,"KES 798,000 per month"
2048,"  Industrial Area, Embakasi North", 3, 4,"KES 250,000 per month"
2049,"  Industrial Area, Embakasi North", 2, 5,"KES 200,000 per month"
2050,"  Nyari, Westlands", 2, 6,"KES 250,000 per month"
2051,  Mombasa Road, 3, 1,"KES 310,960 per month"
2052,"  Lavington, Dagoretti North", 4, 3,"KES 230,000 per month"
2053,"  Nyari, Westlands", 3, 5,"KES 400,000 per month"
2054,"  Karen Langata Road, Karen, Langata", 4, 5,"KES 45,000 per month"
2055,"  Brookside, Westlands", 5, 3,"KES 75,000 per month"
2056,"  Riverside, Westlands", 5, 4,"KES 75,000 per month"
2057,"  Chalbi Drive, Lavington, Dagoretti North", 3, 3,"KES 260,000 per month"
2058,  Kiambu Road, 5, 6,"KES 85,000 per month"
2059,"  Othaya Road, Lavington, Dagoretti North", 5, 3,"KES 130,000 per month"
2060,"  Kilimani, Dagoretti North", 4, 3,"KES 160,000 per month"
2061,  Ridgeways, 3, 6,"KES 250,000 per month"
2062,  Ridgeways, 5, 6,"KES 250,000 per month"
2063,  Kiambu Road, 3, 4,"KES 50,000 per month"
2064,  Kiambu Road, 2, 3,"KES 110,000 per month"
2065,  Mombasa Road, 3, 2,"KES 131,250 per month"
2066,  Kiambu Road, 3, 6,"KES 150,000 per month"
2067,"  General Mathenge, Westlands", 4, 5,"KES 220,000 per month"
2068,"  Karen, Langata", 6, 3,"KES 280,000 per month"
2069,"  Kileleshwa, Dagoretti North", 2, 3,"KES 200,000 per month"
2070,"  Kilimani, Dagoretti North", 4, 5,"KES 75,000 per month"
2071,"  Industrial Area, Embakasi North", 1, 5,"KES 270,000 per month"
2072,"  Industrial Area, Embakasi North", 3, 4,"KES 270,000 per month"
2073,"  General Mathenge, Westlands", 2, 5,"KES 250,000 per month"
2074,"  Kirichwa Road, Kilimani, Dagoretti North", 5, 5,"KES 80,000 per month"
2075,"  Lenana Rd, Kilimani, Dagoretti North", 2, 3,"KES 180,000 per month"
2076,"  Runda, Westlands", 3, 1,"KES 110,000 per month"
2077,"  Lavington, Dagoretti North", 3, 2,"KES 155,000 per month"
2078,"  Brookside, Westlands", 5, 3,"KES 180,000 per month"
2079,"  Thigiri, Westlands", 2, 1,"KES 250,000 per month"
2080,"  Kilimani, Dagoretti North", 3, 2,"KES 180,000 per month"
2081,"  Lavington, Dagoretti North", 3, 3,"KES 80,000 per month"
2082,"  Kilimani, Dagoretti North", 2, 1,"KES 250,000 per month"
2083,"  Runda, Westlands", 2, 3,"KES 350,000 per month"
2084,"  Kileleshwa, Dagoretti North", 5, 5,"KES 70,000 per month"
2085,  Ridgeways, 2, 4,"KES 200,000 per month"
2086,"  Parklands Road, Westlands Area, Westlands", 2, 4,"KES 240,000 per month"
2087,"  Runda, Westlands", 4, 2,"KES 450,000 per month"
2088,"  Parklands Road, Westlands Area, Westlands", 4, 6,"KES 140,000 per month"
2089,"  Runda, Westlands", 1, 5,"KES 450,000 per month"
2090,"  Runda, Westlands", 4, 3,"KES 250,000 per month"
2091,  Kiambu Road, 4, 3,"KES 230,000 per month"
2092,"  Valley Arcade, Dagoretti North", 3, 4,"KES 90,000 per month"
2093,"  Lavington, Dagoretti North", 2, 1,"KES 80,000 per month"
2094,"  Lavington, Dagoretti North", 5, 4,"KES 90,000 per month"
2095,"  Ngong Road, Kilimani, Dagoretti North", 3, 2,"KES 230,000 per month"
2096,  Mombasa Road, 3, 3,"KES 273,600 per month"
2097,  Kiambu Road, 4, 4,"KES 110,000 per month"
2098,"  Riverside, Westlands", 4, 2,"KES 100,000 per month"
2099,"  1St Parklands Rd, Parklands, Westlands", 5, 4,"KES 120,000 per month"
2100,"  Lavington, Dagoretti North", 4, 3,"KES 250,000 per month"
2101,"  Loresho, Westlands", 5, 2,"KES 300,000 per month"
2102,"  Kilimani, Dagoretti North", 4, 2,"KES 95,000 per month"
2103,  Mombasa Road, 3, 4,"KES 407,000 per month"
2104,"  Gigiri, Westlands", 5, 2,"KES 450,000 per month"
2105,"  Spring Valley, Westlands", 3, 2,"KES 130,000 per month"
2106,"  Rhapta Road, Westlands Area, Westlands", 4, 3,"KES 150,000 per month"
2107,"  Kirichwa Road, Kilimani, Dagoretti North", 4, 1,"KES 75,000 per month"
2108,  Mombasa Road, 3, 3,"KES 240,000 per month"
2109,"  Pipeline, Embakasi South", 5, 1,"KES 2,700,000 per month"
2110,"  Robins Drive, Nyari, Westlands", 3, 6,"KES 350,000 per month"
2111,"  Karen, Langata", 4, 4,"KES 15,000 per month"
2112,"  Nyari, Westlands", 2, 2,"KES 400,000 per month"
2113,"  Industrial Area, Embakasi North", 4, 2,"KES 1,000,000 per month"
2114,  Ridgeways, 5, 6,"KES 40,000 per month"
2115,  Kiambu Road, 2, 1,"KES 165,000 per month"
2116,"  Kitisuru, Westlands", 3, 3,"KES 300,000 per month"
2117,"  Kileleshwa, Dagoretti North", 3, 3,"KES 130,000 per month"
2118,"  Parklands, Westlands", 2, 6,"KES 350,000 per month"
2119,"  Langata Link Road, Nairobi West, Langata", 4, 3,"KES 150,000 per month"
2120,  Mombasa Road, 3, 1,"KES 800,000 per month"
2121,"  Karen, Langata", 3, 3,"KES 290,000 per month"
2122,"  Lower Kabete, Westlands", 4, 5,"KES 160,000 per month"
2123,"  Upper Hill, Langata", 4, 3,"KES 70,000 per month"
2124,  Mombasa Road, 2, 5,"KES 220,000 per month"
2125,"  Industrial Area, Embakasi North", 3, 2,"KES 350,000 per month"
2126,  Mombasa Road, 2, 4,"KES 276,000 per month"
2127,"  Kileleshwa, Dagoretti North", 5, 2,"KES 150,000 per month"
2128,  Mombasa Road, 3, 6,"KES 231,000 per month"
2129,"  Parklands Road, Parklands, Westlands", 4, 3,"KES 225,000 per month"
2130,"  Near Parkside Towers ( Airtel Kenya) , Mombasa Road", 2, 2,"KES 82,810 per month"
2131,"  Embakasi, Embakasi East", 4, 3,"KES 232,200 per month"
2132,"  Britam Towers, Cnr Of Hospital And Kenya Roads, Upperhill, Kitisuru, Westlands", 4, 5,KES 433 per month
2133,"  Industrial Area, Embakasi North", 5, 5,"KES 200,000 per month"
2134,  Kiambu Road, 5, 5,"KES 85,000 per month"
2135,"  Near Parkside Towers ( Airtel Kenya) , Mombasa Road", 5, 6,"KES 117,040 per month"
2136,"  Lavington, Dagoretti North", 3, 1,"KES 170,000 per month"
2137,  Mombasa Road, 4, 2,"KES 156,000 per month"
2138,"  Airport North Road , Industrial Area, Embakasi North", 3, 2,"KES 340,000 per month"
2139,"  Muthaiga, Muthaiga Area, Muthaiga", 2, 4,KES 163 per month
2140,"  Industrial Area, Embakasi North", 3, 1,KES 40 per month
2141,  Mombasa Road, 4, 4,"KES 277,560 per month"
2142,"  Karen, Langata", 2, 1,"KES 300,000 per month"
2143,"  Near Parkside Towers ( Airtel Kenya) , Mombasa Road", 4, 3,"KES 110,040 per month"
2144,"  Kilimani, Dagoretti North", 2, 3,"KES 203,928 per month"
2145,"  Karen, Langata", 4, 3,"KES 75,000 per month"
2146,"  Waiyaki Way, Westlands", 5, 2,"KES 100,000 per month"
2147,"  Mogotio Road, Parklands, Westlands", 4, 2,KES 110 per month
2148,"  Kaunda Street, Cbd, Starehe", 3, 1,"KES 288,700 per month"
2149,"  Mountain View, Westlands", 4, 1,"KES 145,000 per month"
2150,"  Opposite The Communication Authority Of Kenya, Waiyaki Way, Westlands", 2, 1,"KES 78,000 per month"
2151,"  Kileleshwa, Dagoretti North", 4, 5,"KES 250,000 per month"
2152,"  Valley Arcade, Dagoretti North", 5, 6,"KES 150,000 per month"
2153,"  Kileleshwa, Dagoretti North", 2, 1,"KES 325,000 per month"
2154,"  Kileleshwa, Dagoretti North", 4, 8,"KES 160,000 per month"
2155,  Mombasa Road, 4, 8,"KES 93,300 per month"
2156,  Ridgeways, 4, 4,"KES 28,000 per month"
2157,"  Rosslyn, Westlands", 4, 1,"KES 250,000 per month"
2158,"  Lang'ata Opp Uhuru Gardens, Langata Area, Langata", 3, 4,"KES 34,000 per month"
2159,"  Industrial Area, Embakasi North", 3, 3,"KES 1,000,000 per month"
2160,"  Near Parkside Towers, Mombasa Road", 7, 6,"KES 80,220 per month"
2161,"  Kilimani, Dagoretti North", 4, 2,"KES 150,000 per month"
2162,"  Spring Valley, Westlands", 3, 4,"KES 350,000 per month"
2163,"  Lake View, Westlands", 5, 4,"KES 550,000 per month"
2164,"  Runda, Westlands", 3, 4,"KES 300,000 per month"
2165,"  Thigiri, Westlands", 2, 1,"KES 350,000 per month"
2166,"  Garden Estate, Roysambu", 4, 7,"KES 55,000 per month"
2167,"  Loresho, Westlands", 4, 4,"KES 250,000 per month"
2168,"  Westlands Area, Westlands", 5, 4,"KES 95,000 per month"
2169,"  Located Along Mombasa Road, Next To Gateway Mall: Syokimau , Mombasa Road", 4, 2,"KES 798,000 per month"
2170,"  Loresho, Westlands", 2, 3,"KES 250,000 per month"
2171,"  South B, Langata", 3, 2,"KES 60,000 per month"
2172,"  Parklands, Westlands", 4, 2,"KES 135,000 per month"
2173,"  Off Enterprise Road, Industrial Area, Embakasi North", 4, 4,"KES 389,895 per month"
2174,  Mombasa Road, 3, 4,"KES 800,000 per month"
2175,"  Kileleshwa, Dagoretti North", 5, 2,"KES 150,000 per month"
2176,"  Westlands, Westlands Area, Westlands", 5, 2,"KES 330,000 per month"
2177,"  Industrial Area, Embakasi North", 1, 2,"KES 381,711 per month"
2178,"  Industrial Area, Embakasi North", 5, 5,"KES 350,000 per month"
2179,"  Baba Dogo Road, Ruaraka", 3, 2,"KES 525,000 per month"
2180,"  Pipeline, Embakasi South", 5, 3,"KES 232,200 per month"
2181,"  Baraka/Nyayo, Embakasi East", 4, 4,"KES 280,000 per month"
2182,"  Old Muthaiga, Muthaiga", 3, 1,"KES 350,000 per month"
2183,"  Brookside, Westlands", 5, 4,"KES 368,000 per month"
2184,"  Gigiri, Westlands", 4, 2,"KES 450,000 per month"
2185,  Mombasa Road, 4, 4,"KES 294,400 per month"
2186,  Mombasa Road, 3, 8,"KES 323,000 per month"
2187,"  Block C, Ground And First Floor, Fortis Office Park, Muthangari Dr, Kitisuru, Westlands", 4, 2,"KES 10,012 per month"
2188,  Mombasa Road, 5, 3,"KES 273,600 per month"
2189,"  Old Muthaiga, Muthaiga", 4, 4,"KES 300,000 per month"
2190,"  Crescent Business Centre , Parklands, Westlands", 5, 3,"KES 550,049 per month"
2191,  Mombasa Road, 4, 1,"KES 231,000 per month"
2192,"  Jkuat Towers, Cbd, Starehe", 4, 3,"KES 593,723 per month"
2193,"  Loresho, Westlands", 4, 3,"KES 65,000 per month"
2194,  Mombasa Road, 3, 4,"KES 240,042 per month"
2195,"  Kyuna, Westlands", 5, 3,"KES 250,000 per month"
2196,  Mombasa Road, 4, 2,"KES 256,000 per month"
2197,"  Hill View, Westlands", 5, 2,"KES 250,000 per month"
2198,"  Crescent Business Centre, Parklands, Westlands", 1, 3,"KES 320,682 per month"
2199,"  Baba Dogo Road, Ruaraka", 4, 2,"KES 238,000 per month"
2200,"  Lunga Lunga, Industrial Area, Embakasi North", 3, 4,"KES 262,500 per month"
2201,  Mombasa Road, 5, 4,"KES 349,000 per month"
2202,"  Upper Hill, Langata", 5, 3,"KES 100,000 per month"
2203,  Mombasa Road, 5, 3,"KES 201,120 per month"
2204,"  Brookside, Westlands", 3, 2,"KES 250,000 per month"
2205,"  Kileleshwa, Dagoretti North", 2, 3,"KES 200,000 per month"
2206,  Ridgeways, 2, 3,"KES 95,000 per month"
2207,  Kiambu Road, 1, 2,"KES 110,000 per month"
2208,"  Dennis Pritt, Kilimani, Dagoretti North", 2, 5,"KES 170,000 per month"
2209,  Mombasa Road, 1, 6,"KES 165,000 per month"
2210,"  Lavington, Dagoretti North", 4, 1,"KES 180,000 per month"
2211,"  African Cables Limited, Embakasi, Embakasi East", 5, 1,KES 19 per month
2212,"  Runda, Westlands", 3, 1,"KES 350,000 per month"
2213,"  Industrial Area, Embakasi North", 2, 2,"KES 76,700 per month"
2214,"  Kileleshwa, Dagoretti North", 4, 1,"KES 150,000 per month"
2215,"  Riverside, Westlands", 5, 2,"KES 70,000 per month"
